overall,voteBinary,verified,reviewTime,asin,style,reviewText,summary,image,vote,review_num_noun,review_num_verb,review_num_adj,review_num_adv,review_num_adp,review_num_propn,summary_num_noun,summary_num_verb,summary_num_adj,summary_num_adv,summary_num_adp,summary_num_propn,review_num_length,summary_num_length
3,0,False,"12 27, 2013",1118461304,{'Format:': ' Hardcover'},"In  this engaging, readable book, author Gregrerman argues that business and personal growth come when we are open to interacting with strangers. This advice isn't especially new; as the author notes, Granovetter's concept of ""weak ties"" has become familiar. However much I wanted to like this book, I found it hard to identify insights that were truly new and novel and the recommendations, in some cases, impractical.

For instance, on page 26, the author suggests tips to create a plan for success. It's pretty standard: set an objective, develop a plan and so on. One step, ""Find strangers to fill those [knowledge] gaps,"" makes a lot of sense; it's the essential premise of networking. But these days, getting strangers to share information requires fairly sophisticated networking skills.

While the book's premise relates to the importance of strangers, a good part of content is about overcoming resistance to people who might seem to have nothing to teach us. The issue here doesn't seem to be about strangers but about topics related to stereotyping and false appearance. It's important to differentiate true strangers from those we meet in a familiar setting that confers credibility.

Additionally, the people who gain most from dealing with strangers tend to transform the relationship so they're now dealing with friends and personal acquaintances. The stranger factor disappears! For instance, the author describes a meeting with a university administrator who becomes a mentor and advocate. Although the two were strangers initially, they met in a fairly structured situation that was conducive to creating a relationship, and at some early point they stopped being strangers

Perhaps our real challenge is not about breaking down barriers with strangers, but deciding which strangers to approach and how to assess their input. Career changers are urged to seek help from experts in their industry, yet often the ""advice"" they get is inappropriate; however, these people can be valuable as informational resources when approached with carefully designed questions.

In the end, the stranger question becomes both simple and complex. Yes, we will grow by interacting with diverse people who are outside our inner circles. However, sometimes resistance to strangers can help us avoid traps, especially when we're paying or placing ourselves in a vulnerable position.

For instance, the author says he met his wife by connecting with strangers in a particularly clever way - offering a big reward to friends who'd set up an introduction. Sure, these women were strangers, but they were already connected through his own friends, creating an effective filter.

The toolkit at the book's end includes some useful but not entirely novel ideas. In my experience the best way to meet new people in a meaningful is to engage in some new activity. His idea to ""get out of the office"" is a good start, but what about joining a new gym or a new club, trying new networking events, or even taking a class that brings you in contact with people you wouldn't meet otherwise?

Overall the book entertains.  You might have some interesting conversations and talking points when you share the examples But the title leads us to expect something that radically shifts our mindset ... sort of like what happens when we connect with strangers.","Good topic, very entertaining, not truly new and novel",0,0,128,83,47,30,59,2,1,0,4,2,0,0,539,9
5,1,True,"12 24, 2013",1118461304,{'Format:': ' Kindle Edition'},"Very thought provoking. Hits the nail on the head when I look at my own experiences with strangers on airlines, etc. Most of these encounters have been very educational giving me insights I would never have realized. I work with a non-profit organization that continues to benefit from international exposure resulting from a meeting with a reporter while on an airliner.  I would strongly recommend this book to anyone. The fact that I depend on reviews, like this one, to help with my purchases makes his point!
D.Kammer",Best recent book purchase!!,0,5.0,18,14,7,4,14,0,2,0,2,0,0,0,88,4
5,0,False,"12 18, 2013",1118461304,{'Format:': ' Hardcover'},"The insights this book provides are remarkable -- Gregerman delivers actionable advice concisely with a clear, even playful prose. His observations on the importance of spontaneity are thought-provoking and remind me of other books like ""Anti-Fragile.""

Overall, a short but information-packed read! Definitely recommend.",Fantastic Ideas!,0,0,11,6,6,3,5,5,1,0,0,0,0,1,44,2
4,0,False,"12 14, 2013",1118461304,{'Format:': ' Hardcover'},"When I first read through The Necessity of Strangers, it seemed to tell the same old stories about innovation that you see told over and over again. Yet another consultant out there making money telling clients to do this and do that to improve their business, where almost any action will help. Not much unique or valuable about those kinds of consultants.

So after skimming a few chapters I put the book on my unread books pile for a while and moved on to other books. When I picked the book up later, though, I was more impressed. I tried some of the practical suggestions Alan Gregerman gives at the end of his chapters, and they seemed to work. They were more than just gimmicks, but helpful tools.

That said, I'm still not sure which book most readers will experience. The trite rehash or the helpful guidance. Perhaps it's worth reading the book to find out.",My feelings about this book are mixed,0,0,26,24,15,15,17,4,2,0,1,0,1,0,156,7
5,0,False,"12 10, 2013",1118461304,{'Format:': ' Hardcover'},"As children, we were all warned against strangers.  Some of us carried that feat and distrust of people we haven't been introduced to into adulthood.  As business people, this fear and distrust now works against us.  We need to be more open to what we hear from all sources.

Well, Alan Gregeman himself is a stranger to me, but he sure makes sense in his book.  Our friends make up an insignificant percentage of the world's poulation so closing our ears to strangers is closing ourselves to most of the world.

This book makes lots of sense.  Gregeman in a conversational, rather than academic, tone illustrates the value these ""strangers"" hold for us.

This is a book that will open your eyes, ears, and heart to new perspectives and perceptions.  This is a book for all of us and although I'm a stranger to most of you, heed my advice and read this book.  Trust me.",Splendid advice,0,0,38,16,7,6,26,3,1,0,1,0,0,0,156,2
5,0,False,"12 7, 2013",1118461304,{'Format:': ' Hardcover'},"Dr. Gregerman presents an important message for leaders in a range of organizations in an entertaining, motivating format. He forces the reader to challenge basic assumptions about how we develop networks and how to prioritize relationships. It's a great read for those interested in topics from change management to innovation.",Challenging assumptions,0,0,15,5,5,0,9,2,1,1,0,0,0,0,50,2
5,0,False,"12 7, 2013",1118461304,{'Format:': ' Hardcover'},"I like business books that approach topics and issues  (even if they are obvious topics and issues) from a new perspective.  This book specifically addresses the need for us to overcome our natural, built-in aversion to dealing with ""strangers.""  The books spends a lot of time demonstrating that this aversion is something that is part of the human make-up, and then shows how this aversion hinders our innovation, creativity, collaboration,  and ability to lead.  I read two or three business books per month, and none of them have yet addressed this interesting point of view in quite this way.  It seems like an obvious point, but this book really made me think about how to engage with ""strangers"" and I actually now find myself seeking out others and engaging in better conversation.  At a conference I recently went to, I actually found myself making an effort to meet other vendors to learn more deeply about what they do.  When we do this, we expand our horizons, get out of our limited point of view, and can innovate and lead better.  So, I gave the book five stars for presenting a new approach to something ""obvious"" and making a difference in the way I approach business.  I knocked it one star for being way too lengthy in some places (a typical business book problem these days).  But I gave it one star back for providing a ""Toolkit"" at the end of the book to help the reader apply the principles presented throughout the book.  This is a great idea and I wish every business book did this.  So, did I learn something? Yes.  Is it something I can apply that will make a difference? Yes.  Did I find a few ""a-ha!"" moments and did I find myself highlighting and taking notes?  Yes.  This is a business book that I can highly recommend.",Good business book with a new perspective,0,0,69,50,15,18,30,0,3,0,2,0,1,0,311,7
3,0,False,"12 5, 2013",1118461304,{'Format:': ' Hardcover'},"In a breezy, conversational book, Gregrerman implores the reader that a ""growth"" mindset predicted on recognizing the gaps in one's personal/business plans and the willingness to reach out to strangers to learn from and fill that gap - is a dependable way to innovate/grow.  For a book that is billed as ""counterintuitive"" and ""provocative"", that advise may seems fairly formulaic.  Nevertheless, the ample use of anecdotes and some personal experiences are used to illustrate some simple (to understand, at least) techniques that can reduce one's reluctance to reach out and collaborate with ""strangers"".  The message is elegant, simple, and can be quite useful - one wishes that the editing was a little stricter (with about 200 pages, the message is amplified many times in the book) and more careful in some of the recommendations (some brilliant ones related to orientation of new hires get mixed with not-so-great ones regarding promotions).  With ample references to other pop psych books on incentives, motivation and leadership, Gregerman provides a potentially powerful message to reframe one's approach on growth.",An elegant and simple message,0,0,40,23,24,7,23,3,1,0,2,0,0,0,175,5
5,0,False,"12 4, 2013",1118461304,{'Format:': ' Hardcover'},"I had zero expectations of Alan Gregerman's ""The Necessity of Strangers."" In fact, I forgot that I got it until it arrived and I probably would have set it aside except that I read the book flap and was intrigued again.

I'm a creature of habit but Gregerman's theorizes (successfully) that it isn't the team you know but perhaps the constructive team that you don't know that pushes individuals and businesses towards innovation.

After reading this very concise and well laid out book, I'm inclined to agree when I think of my own work history. It was when there was a constant flow of 'strangers' that I stayed on my toes and my mind was sharp.

Being in the 'back' now, I'm not as exposed to clients, internal or external, so this book is actually very timely for me.

Gregerman organizes the book into 3 parts. The first is Framework that explains why we need 'strangers' and the second part is 'Practice' in how it can work and it makes up the bulk of the book. The final part is Possibilities which is almost superfluous compared to the previous parts but it was like a reward of sorts.

Very well done.",Definitely something that I needed to read,0,0,33,24,14,14,20,8,0,2,0,1,0,0,201,7
5,0,False,"11 27, 2013",1118461304,{'Format:': ' Hardcover'},"For some reason I found it hard to get into this book, although I dipped into it here and there for a while. The basic premise -- that communicating with strangers is a key to new creative ideas -- seemed unarguable but -- so what? A whole book about it?

When I read the last section, though, I found so many useful ideas that I was startled into real enthusiasm. I found ideas I could readily apply to my own one-person business, my church, and to my daughter's department in a large corporation. There are also suggestions for further reading that look very useful. So I'd definitely give this book a thumbs-up!",Some great ideas with wide applicability,0,0,23,13,14,10,12,0,2,0,2,0,1,0,112,6
5,0,True,"03 20, 2015",B00002N7IL,{'Size:': ' Pack of 1'},Just what I needed for my electric range. Matched pigtail cord and works great.,Matched pigtail cord and works great.,0,0,3,2,3,1,1,0,2,1,2,0,0,0,14,6
5,0,True,"04 20, 2013",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}","I like the fact that the wire ends have mounting tips assembled and that the cord has a strain relief clamp included.
I'd recommend this to any diy person",complete package,0,0,9,6,0,0,1,1,1,0,1,0,0,0,29,2
5,1,True,"03 16, 2013",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}","Needed another couple of feet with new dryer, perfect fit.  Gives you more options then the shorter cords normally sold.",Perfect Fit,0,2.0,5,3,4,2,2,1,0,0,0,0,0,2,20,2
5,0,True,"02 14, 2017",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}",Good quality at a reasonable price,Everything works,0,0,2,0,2,0,1,0,0,1,0,0,0,0,6,2
5,0,True,"12 21, 2016",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}",Planning on hooking this to my RV,50 amp cable,0,0,1,2,0,0,2,0,2,0,0,0,0,0,7,3
5,0,True,"04 15, 2016",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}","This product is a pretty simple one.  I do like prettymuch any product made by Southwire, they make good stuff. Coleman cable is now a subsidiary of Southwire.  If you go to your big box stores, most of the Romex you'll buy is made by Southwire, same with THHN / THWN you'd buy for conduit.
I like to stick with brands I trust to make good products.

I have no particular complaints about this, fits well in Leviton 14-50r as expected.  Well constructed and sturdy.  I like the 6-foot model so it's easier to install and pull out my range if needed.  Installation is simple with the prongs crimped on.","Good range cord, standard nema 14-50p fits with nema 14-50r",0,0,18,20,10,3,13,7,4,1,3,0,1,1,110,10
4,0,True,"12 27, 2015",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}",WORKED GREAT,Four Stars,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2
5,0,True,"06 17, 2015",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}",very good quality.  used as a feeder line to my 50amp fuze panel box in my enclosed trailer,very good quality. used as a feeder line to my ...,0,0,4,2,3,1,3,2,3,1,1,1,2,0,18,11
5,0,True,"05 14, 2015",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}",Excellent,Five Stars,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
3,0,True,"05 6, 2015",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}","The cable works well and does what it should, so why only three stars? Maybe my expectations were unrealistic, but it was very difficult to maneuver the wire around, and difficult to get attach the ends in. They aren't the loops as pictured, rather squared prongs, which you can find pictures on other products. This made it more difficult in the application I had.","The cable works, but was hard to maneuver and wasn't exactly as picture",0,0,10,9,5,9,2,0,1,3,1,1,0,0,64,13
5,0,True,"02 11, 2015",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}","Most range cords are barely aduaqute for the amps they claim. This one is spot on and is great for anyone who likes to over do things like myself. The ones for sale at most home stores are for the ""typical"" install of 30-40 amps. This one is sized for a full 50 and it great because for my project I wanted to run a 50amp circuit to be used for other things like a welder. Although I am currently only using it to power a car charger that can at max pull 30amps. It's better to over size all the wiring which means less heat. Especially when you are charging a car for up to 10 hours.",Largest Gauge I Could Find,0,0,26,10,11,5,16,1,1,1,1,0,0,0,118,5
5,0,True,"01 29, 2015",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}","product worked well, delivered on time",Five Stars,0,0,2,2,0,1,1,0,1,0,0,0,0,0,6,2
5,0,True,"01 13, 2015",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}",Very good quality.  Just as advertised.,Great cable,0,0,1,1,1,2,0,0,1,0,1,0,0,0,6,2
5,0,True,"12 17, 2014",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}","Cheaper than locally, cant go wrong.",Five Stars,0,0,0,1,2,1,1,0,1,0,0,0,0,0,6,2
5,0,True,"10 25, 2014",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}",Thank you done as promised,Five Stars,0,0,0,3,0,0,0,0,1,0,0,0,0,0,5,2
5,0,True,"10 22, 2014",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}",Exactly what I needed and priced right!,Five Stars,0,0,1,2,0,1,0,0,1,0,0,0,0,0,7,2
5,0,True,"09 27, 2014",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}","Very well made, Sturdy. It performs as advertised. Delivery was fast, packaging great.",Well made,0,0,1,4,3,2,0,0,0,1,0,0,0,0,13,2
4,0,False,"09 3, 2014",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}",did what it was intended for,Four Stars,0,0,0,2,0,0,1,0,1,0,0,0,0,0,6,2
5,0,True,"07 26, 2014",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}","I bought this cord as the power cord for the Connecticut Electric CESMPSC41GRHR power box reviewed elsewhere. It worked perfectly, using the proper cable gland nut to mount it into the power box. The 4 ft length of flexible cable and the installed 4 prong plug allowed me to conveniently plug the cord and CE power box into a 4-wire 50 amp rv pedestal and have 2 additional power circuits available for use on my RV. The cost of the cable was much less than fabricating the same size wire and building the cord from scratch.",Nice power cable,0,0,30,11,6,4,9,5,2,0,1,0,0,0,96,3
5,0,True,"07 21, 2014",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}",easy to install.  just what I needed for my new stove.  fast delivery.,Five Stars,0,0,2,2,3,1,1,0,1,0,0,0,0,0,13,2
5,0,True,"05 13, 2014",B00004SQHD,"{'Size:': ' 6 ft', 'Style:': ' (Old)'}",Used for my Bosch EV car charger so it is not hard wired.  Allows the device to be unplugged and no crimping tools needed to terminate the main electrical wires feeding the device.,Great price and quality,0,0,7,6,3,1,1,2,2,0,1,0,0,0,33,4
5,0,True,"12 10, 2013",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (New)'}",Due to the nature of this item there is really not much to say except that it works and appears to be a high quality cord.  It meet the specifications for the range it supplies power to and met the approval of our electrician.  I would purchase another one if I had need of it.,Good quality cord,0,0,11,9,2,1,6,0,2,0,1,0,0,0,55,3
5,0,True,"11 9, 2013",B00004SQHD,"{'Size:': ' 4-Foot', 'Style:': ' (Old)'}",Worked perfect and was cheaper than the same thing at Lowes. I put it on my oven and plugged it in. No complaints.,It's an over cord,0,0,3,3,3,0,4,1,1,0,0,0,1,0,23,4
5,1,False,"12 9, 2007",B00004YWK2,0,"This allows you to switch from venting your dryer outside in the summer to venting it inside for the heating season - with a fine screen lint trap for the inside outlet.

If you vent outside, you're throwing away moist warm air.

This is a dirt cheap way to save a little on your heating bill and get extra humidity in the air.

They're very easy to install.  And once it's in it'll last for years.

You'll probably save enough to pay for it at least once a year.",A wonderful idea.,0,30.0,17,12,10,7,12,0,1,0,1,0,0,0,89,3
3,0,True,"06 6, 2017",B00004YWK2,0,"The bands are quite useless.
The mesh is not fine enough",Three Stars,0,0,2,0,2,2,0,0,1,0,0,0,0,0,11,2
4,0,True,"03 14, 2017",B00004YWK2,0,This was just what I was looking for. The service and price were very good. It works great.,The service and price were very good. It works great,0,0,2,2,2,2,1,0,2,1,2,1,0,0,18,10
5,0,True,"03 13, 2017",B00004YWK2,0,Works great!,Five Stars,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2
5,0,True,"03 10, 2017",B00004YWK2,0,It is a good .put the heat in my house when needed. And out when not needed.,It is a good. put the heat in my house when needed,0,0,3,2,0,1,1,0,3,2,0,0,1,0,17,12
4,0,True,"01 30, 2017",B00004YWK2,0,It was what I expected.,Four Stars,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2
5,0,True,"01 23, 2017",B00004YWK2,0,as expected,Five Stars,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2
5,1,True,"01 16, 2017",B00004YWK2,0,"This works exactly as expected. Installation was quick and easy. The supplied clamps are useless, I used metal hose clamps. The heat keeper is pretty cheaply made but for 9 dollars my expectations were pretty low. In some of the reviews, users have commented on the little round flap in the larger flap that directs the air flow. It is a bypass door. It is a safety feature so when the screen gets plugged up, air can still vent. Under normal operation, my bypass door is closed or mostly closed directing the majority of the air into my house. Some reviews comment on the screen also. The screen openings are on the larger side, I would say it is like a window screen. Yes it does blow a tiny bit of lint into the room. My dryer is in the basement, so it doesn't really bother me. Overall I'm pleased with the heat keeper and would recommend it.",Cheap but does the job,0,2.0,41,16,12,10,16,0,1,1,1,0,0,0,158,5
3,0,True,"01 15, 2017",B00004YWK2,0,"This item does what it's intended for, and does it moderately well. It allows you to redirect the heat from your dryer into your home instead of the outside in the cold months. Unfortunately, there is a significant design flaw, which makes little sense to me. I'll get into that at the end.

First, it's cheap. It's molded plastic that is folded in half to make a tube shape and fit the flapper inside the box. Unfortunately, mine doesn't fold completely and the natural stress in the plastic makes it slightly not circular. This isn't a problem for connecting tubing, but it is a problem for the flapper, as it doesn't seat fully in the outside-flowing tube, so it allows cold air in. Second on the cheap scale are the zip ties it comes with. They are a step up from your standard single-use zip ties, as they have a lever to unlatch and expand them. However, the lever is impossible to push without taking the whole thing off and getting a pair of pliers on both sides of the zip, so it's pointless. Use a standard metal worm clamp instead.

The lint trap is useless: Take a stocking or cut off pantyhose and fit it over the end instead of the lint filter, like you probably do on your washer outlet. It's a much better filter.

Now to the biggest design flaw, which I can only partially try to explain: There is a hole in the flapper, with a small flimsy inner flapper covering it. The effect is that when the flapper is up, to redirect hot air into your home, much of it is still pushed outside. And when it is in the other position, moving air will pull it open and suck out inside air, and/or push hot air into your home (I'm not sure which, as it's winter now and I don't want to test it right now). My only guess why this inner flapper exists at all is that it is to make up for the poorly closing main flapper, so you don't get stagnant moist air hanging out in the section between the ""heat keeper"" and your outside vent. The effect it has is that the heat keeper doesn't rully redirect air, is leaky, and forces you to mount it in one specific orientation, otherwise the inner flapper will hang open and let in outside air.

TLDR: It works, but leaks and could be better, and unfortunately there doesn't seem to be a better option made anymore.","Functional, cheap (good and bad), seems to be only option available unfortunately",0,0,82,57,37,36,43,2,1,1,5,2,0,0,423,12
5,0,True,"01 11, 2017",B00004YWK2,0,I really like the removable lint screen that comes with the diverter. Makes it easy to clean and helps reduce any lint dust getting into the house. Well worth the money especially during cold winter months.,Nice for additional heat.,0,0,9,7,4,2,3,0,1,0,2,0,1,0,36,4
3,0,True,"12 29, 2016",B00004YWK2,0,Let's a lot of moisture in the air for us.,Three Stars,0,0,3,1,0,0,3,0,1,0,0,0,0,0,10,2
4,1,True,"12 24, 2016",B00004YWK2,0,"I considered this a starting point. I assumed it would be flimsy based on other reviews but I ordered it anyway. When I got the item, I immediately reinforced it with duct tape, sealing  any potential leaks and reinforcing the ring part.

I used hard ducting cut to size. The one end fit smoothly into the ducting, and I sealed it well with duct tape. For the other side I had an extra pipe joiner that was almost the perfect size. You can get these at Home Depot for about $6. It includes a rubber grommet that has a butt seal inside, a metal band and 2 integrated hose clamps. The two ends met seamlessly and there are zero air leaks.

The unit works great. And we have even run the dryer empty for supplemental heat.

Only complaint is the lint catch system could be a little better, but if it was too fine it would probably blocked much of the air flow, as we use a dryer sheet inside the air filter as well. We prefer to just clean a little lint off the floor from time to time for the enhanced heating.

If you know what you're doing, this is a great little starting point.",This is a great starting point,1,2.0,51,26,18,15,15,2,2,0,1,0,0,0,207,6
4,0,True,"12 20, 2016",B00004YWK2,0,"Re routs the heat from the dryer to the house, I can turn off the humidifier on the furnace","Good product, easy install",0,0,5,2,0,0,4,0,2,0,2,0,0,0,19,4
3,0,True,"12 12, 2016",B00004YWK2,0,ITS WHAT I WANTED BUT NOT INSTALLED YET,Three Stars,0,0,0,2,0,1,0,0,1,0,0,0,0,0,8,2
5,0,True,"12 3, 2016",B00004YWK2,0,Hook up was easy and works just fine.,Heat saver close dryer.,0,0,1,1,2,1,1,0,2,0,1,1,0,0,8,4
4,0,True,"12 1, 2016",B00004YWK2,0,Just what was needed.,Four Stars,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,2
1,0,True,"11 30, 2016",B00004YWK2,0,Very cheaply made! To make this thing work properly you will need to seall all the seams and find a way to prevent lint from coming through the coarse screen. I used plastic glue to pull the seams together. I used caulk to seal the seams. I am usingredients used dryer sheets under the screen to prevent lint from escaping. This exact vent can be purchased at Menards for $5.,Over priced poor quality,0,0,15,16,3,4,6,1,1,1,1,0,1,0,70,4
3,0,True,"11 7, 2016",B00004YWK2,0,Its definitely smaller then the picture makes it appear. Which is good in a small space. It doesn't really have what I would call a lint guard its basically metal window screen. For the price its a good base to modify and make what you need.,meh,0,0,9,7,4,4,2,0,0,0,0,0,0,1,46,1
5,0,False,"10 16, 2016",B00004YWK2,0,This has been going strong for a few winters now.  Really helps heat up the basement on those really cold NJ days.,A great invention. LOVE IT,0,0,3,3,3,3,3,1,2,0,1,0,0,0,22,5
3,0,True,"09 30, 2016",B00004YWK2,0,"Great for basement washroom. It does leak air in the normal operating position, but not enough to worry about. I did add a piece of electrostatic air filter to collect the fiber particles this lets pass.",Works good but not perfect.id recommend for basement washroom.,0,0,11,5,4,0,4,0,4,1,1,0,1,0,36,9
5,0,True,"07 19, 2016",B00004YWK2,0,WORKS,WORKS,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5,0,True,"07 15, 2016",B00004YWK2,0,Works great,Five Stars,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2
2,0,True,"06 15, 2016",B00004YWK2,0,"Not wow-ing me.  The product is flimsy, with gaps between the plastic halves.

Worse, there is NO SEAL around the flapper on any side.  In summer you will still get some dryer air inside, and in any season you will get outside air and bugs in through the valve.

Still trying to decide if I even want to install this or send it back.",Cheaply made with NO SEAL!,0,0,14,8,3,5,9,0,1,1,0,1,1,0,64,5
1,1,True,"05 26, 2016",B00004YWK2,0,"First I'll say that I am very happy these boxes exist. I love using them. That being said this box is no better than any other. Same old cheap crap in a different form. I have no idea why these manufacturers cannot add gaskets or silicone rings to these things! I'd be willing to pay 10 dollars more if there was a gasket on the outside of the inlet and outlet, around the closer (door) and on the inside of the little lid. These things leak air like crazy. I use thin foil heat tape and wrap every possible area that might leak. The zip ties do nothing, there is nowhere for them to grip to. There is no lip to keep it from sliding off. Taped that too. The door that swings with the adjuster leaks air too. It's fine in the winter. Horrible in the summer. I also had to tape over the screen and around the lid to seal it. I'll just remove the tape for winter.

I spent 40 minutes taping and testing. It's on and working like it should but one should not have to put so much time and effort into such a simple contraption. I do recommend these boxes but you have to have realistic expectations. It's not going to work without lots of fuss.",Leaks air like using nothing at all,0,4.0,44,36,19,9,23,1,2,1,0,2,1,0,222,7
3,0,True,"05 23, 2016",B00004YWK2,0,"This is very handy at adding a little heat that would have been otherwise wasted.  My only complaints are that the included zip ties don't really get a good hold on the stiff wire in the vent hose, and the lint collection screen falls off too easily.  Add some metal clamps to your order and you will be set.",Zip ties are weak but this is a very handy device.,0,0,13,7,5,5,5,1,3,0,2,1,0,0,59,11
4,0,True,"05 17, 2016",B00004YWK2,0,I live in an older home with an very cold basement during the winter so I purchased this in hopes of recycling some of the heat produced by my dryer. So far I've been pleased with the results. I gave 4 stars because I replaced the plastic clips with metal clamps and added an extra layer of filtration.,Dont let your heat go wasted anymore!,0,0,13,7,5,3,10,0,1,2,0,1,0,0,58,7
4,0,True,"05 6, 2016",B00004YWK2,0,Appears to be what I need. Have not installed it yet.,Four Stars,0,0,0,3,0,1,0,0,1,0,0,0,0,0,11,2
5,0,True,"05 4, 2016",B00004YWK2,0,Utility cost cutter.  Use to help heat home heat in the winter.,Utility cost cutter. Use to help heat home heat ...,0,0,7,2,0,0,1,0,6,2,0,0,0,0,12,10
5,0,True,"04 20, 2016",B00004YWK2,0,"Easy to hook up, I am a woman that likes to save money and energy",Fantastic product,0,0,3,3,1,0,1,0,1,0,1,0,0,0,15,2
1,0,True,"03 30, 2016",B00004YWK2,0,not worth the bother.  there was dust all over.  I threw it out,not worth the bother. there was dust all over ...,0,0,2,2,1,2,1,0,2,1,1,2,0,0,13,10
5,0,True,"03 22, 2016",B00004YWK2,0,"What a great simple, little product. I live in Connecticut, so the winters are cold. Sometimes darn cold! So we are always looking for ways to heat the home efficiently. This little thing does just that. It not only warms up the basement, but the heat also rises to the main floor. Also, a little bit of moisture from the drying clothes comes back in the house. I have a humidity monitor which I can see bumps up just a bit when the dryer is working. This devise may not bring our heating bill down tremendously, but any savings at all is great.",Graet Little Devise,0,0,21,13,9,14,8,1,0,0,0,0,0,3,103,3
5,0,True,"03 17, 2016",B00004YWK2,0,Has good bypass to outside if screen is blocked. Have to clean screen regularly.,works good,0,0,3,4,1,2,1,0,0,1,1,0,0,0,14,2
5,0,True,"03 14, 2016",B00004YWK2,0,"This is great for winter. Run your cloths drier & put both moisture & heat in your house. With the door, you can put the first 10 - 20 minutes of the moistest air outside if your house get too damp.",Switchable inside/outside dryer vent.,0,0,10,4,4,2,4,0,3,0,1,0,1,0,41,4
3,0,True,"03 13, 2016",B00004YWK2,0,Works ok there is a rubber flap in the middle of the door that still let's the heat go out side instead of in the house,Works ok there is a rubber flap in the middle ...,0,0,8,3,0,2,5,0,4,1,0,0,1,0,26,11
3,0,True,"03 5, 2016",B00004YWK2,0,It works but the filter is way too small.,It works but the filter is way too small.,0,0,1,1,1,2,0,0,1,1,1,2,0,0,9,9
5,0,True,"03 2, 2016",B00004YWK2,0,"Great device, boy did it do the job!  Thank you.",Five Stars,0,0,2,2,1,0,0,0,1,0,0,0,0,0,10,2
3,0,True,"03 2, 2016",B00004YWK2,0,over flow hole not shown in ads,Three Stars,0,0,3,1,0,0,2,0,1,0,0,0,0,0,7,2
5,0,True,"03 1, 2016",B00004YWK2,0,works well.,Five Stars,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2
3,0,True,"02 28, 2016",B00004YWK2,0,This will work for what I need but I would have payed more for one better constructed.  I will be glueing the seams on this before use.  It is just snapped together with some small clips and seems to be made from a very brittle plastic.  I have a feeling if I used it the way it came the clamps might break it.,... need but I would have payed more for one better constructed. I will be glueing the seams on ...,0,0,7,12,3,4,6,0,1,4,1,1,2,0,63,20
1,0,True,"02 25, 2016",B00004YWK2,0,Piece of junk.,Junk,0,0,2,0,0,0,1,0,1,0,0,0,0,0,3,1
5,0,True,"02 22, 2016",B00004YWK2,0,Item is great and easy to install.,Five Stars,0,0,0,1,2,0,0,1,1,0,0,0,0,0,7,2
5,1,True,"02 19, 2016",B00004YWK2,0,This is a very cool and creative item to have it attaches to the hose of the dryer and in the winter you can help your heat bill when running the dryer So I am total electric in my hope furnace and all and when I am running the dryer in the winter it helps heat and instead of using my furnace heat the dryer heat that I was using any way is keeping the area warm and prevents the furnace from kicking on saving electricity by not having both running at the same time then when summer comes I flip a switch and the goes back out side again so this is saving money but one of my favorite things about this IS wait for it your house will smell like your favorite fabric softener  as it heats the heat coming from dryer smells of whatever fabric softener you like it is awesome,Greatest Invention ever,0,2.0,34,24,8,5,17,0,0,0,0,1,0,2,154,3
